codice_scuola|classi|descrizione_indirizzo
"RGEE817036"|1|"27 ore settimanali"
"RGEE81801X"|3|"27 ore settimanali"
"RGEE81901Q"|1|"27 ore settimanali"
"RGEE81902R"|1|"27 ore settimanali"
"RGEE81903T"|2|"27 ore settimanali"
"RGEE82001X"|2|"da 28 a 30 ore settimanali"
"RGEE820021"|2|"da 28 a 30 ore settimanali"
"RGEE82101Q"|2|"da 28 a 30 ore settimanali"
"RGEE82201G"|2|"da 28 a 30 ore settimanali"
"RGEE82301B"|1|"27 ore settimanali"
"RGEE824028"|2|"da 28 a 30 ore settimanali"
"RGMM00700C"|9|"30 ore settimanali"
"RGMM02300A"|9|"30 ore settimanali"
"RGMM02300A"|1|"da 31 a 33 ore settimanali"
"RGMM025002"|3|"30 ore settimanali"
"RGMM025002"|1|"da 31 a 33 ore settimanali"
"RGMM04100X"|7|"30 ore settimanali"
"RGMM04100X"|2|"da 31 a 33 ore settimanali"
"RGMM04200Q"|9|"30 ore settimanali"
"RGMM05100E"|7|"30 ore settimanali"
"RGMM05700D"|9|"30 ore settimanali"
"RGMM05700D"|7|"da 31 a 33 ore settimanali"
"RGMM058009"|6|"30 ore settimanali"
"RGMM059005"|5|"30 ore settimanali"
"RGMM059005"|1|"da 31 a 33 ore settimanali"
"RGMM80001N"|2|"tempo prolungato a 36 ore settimanali"
"RGMM80101D"|2|"tempo prolungato a 36 ore settimanali"
"RGMM802019"|3|"30 ore settimanali"
"RGMM803015"|1|"30 ore settimanali"
"RGMM804011"|5|"30 ore settimanali"
"RGMM80501R"|2|"30 ore settimanali"
"RGMM80501R"|2|"da 31 a 33 ore settimanali"
"RGMM80601L"|3|"30 ore settimanali"
"RGMM80701C"|4|"30 ore settimanali"
"RGMM80701C"|4|"da 31 a 33 ore settimanali"
"RGMM808018"|4|"30 ore settimanali"
"RGMM809014"|4|"30 ore settimanali"
"RGMM810018"|1|"30 ore settimanali"
"RGMM810018"|2|"tempo prolungato a 36 ore settimanali"
"RGMM811014"|4|"30 ore settimanali"
"RGMM81201X"|2|"30 ore settimanali"
"RGMM81201X"|1|"da 31 a 33 ore settimanali"
"RGMM81301Q"|3|"30 ore settimanali"
"RGMM81401G"|4|"30 ore settimanali"
"RGMM81501B"|6|"30 ore settimanali"
"RGMM81501B"|1|"da 31 a 33 ore settimanali"
"RGMM816017"|3|"30 ore settimanali"
"RGMM816017"|2|"da 31 a 33 ore settimanali"
"RGMM817013"|2|"30 ore settimanali"
"RGMM817013"|1|"da 31 a 33 ore settimanali"
"RGMM81801V"|6|"30 ore settimanali"
"RGMM81901P"|4|"30 ore settimanali"
"RGMM82001V"|1|"30 ore settimanali"
"RGMM82001V"|2|"tempo prolungato a 36 ore settimanali"
"RGMM82101P"|3|"30 ore settimanali"
"RGMM82201E"|5|"30 ore settimanali"
"RGMM82301A"|5|"30 ore settimanali"
"RGMM824016"|3|"30 ore settimanali"
"RGPC00101X"|1|"CLASSICO"
"RGPC00201Q"|2|"CLASSICO"
"RGPC00201Q"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RGPC00201Q"|2|"LINGUISTICO"
"RGPC00301G"|2|"CLASSICO"
"RGPC00301G"|3|"SCIENTIFICO"
"RGPC00701V"|3|"CLASSICO"
"RGPM00401G"|3|"LINGUISTICO"
"RGPM00401G"|2|"SCIENZE UMANE"
"RGPM00401G"|3|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RGPM00401G"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"RGPM01000T"|3|"LINGUISTICO"
"RGPM01000T"|3|"SCIENZE UMANE"
"RGPM01000T"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RGPM030003"|3|"LINGUISTICO"
"RGPM030003"|4|"SCIENZE UMANE"
"RGPM030003"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RGPS006016"|2|"SCIENTIFICO"
"RGPS00801T"|3|"SCIENTIFICO"
"RGPS01000R"|8|"SCIENTIFICO"
"RGPS02000B"|6|"SCIENTIFICO"
"RGPS04000L"|1|"CLASSICO"
"RGPS04000L"|4|"SCIENTIFICO"
"RGRC00201B"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RGRC00201B"|1|"SERVIZI COMMERCIALI"
"RGRC012012"|5|"IeFP-SERVIZI COMMERCIALI"
"RGRC01301T"|2|"SERVIZI COMMERCIALI"
"RGRH00901B"|1|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RGRH020005"|13|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RGRH020016"|1|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RGRH020038"|2|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RGRH020049"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RGRH02052L"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RGRI002014"|1|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"RGRI002014"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"RGRI01201P"|6|"IeFP-MANUTENZIONE E ASSISTENZA TECNICA"
"RGRI01201P"|1|"IeFP-PRODUZIONI INDUSTRIALI E ARTIGIANALI"
"RGRI01301E"|2|"SERVIZI SOCIO-SANITARI"
"RGRI01301E"|3|"MANUTENZIONE E ASSISTENZA TECNICA"
"RGRI01301E"|1|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RGSD010007"|5|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RGSL00101X"|1|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RGTA009013"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RGTA009024"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RGTD00301E"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTD006012"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTD00801N"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTD00801N"|2|"TURISMO"
"RGTD01000L"|7|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTD01000L"|1|"TURISMO"
"RGTD010502"|1|"V.O. TECNICO COMMERCIALE"
"RGTD020007"|1|"V.O. TECNICO PER GEOMETRI"
"RGTD020007"|7|"V.O. TECNICO COMMERCIALE"
"RGTD03000T"|4|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTD03000T"|3|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"RGTD03002X"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RGTF01000V"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RGTF01000V"|2|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RGTF01000V"|1|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"RGTF01000V"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"RGTH00601Q"|5|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"RGTL00401R"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RGTL007018"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RIEE00103A"|2|"da 28 a 30 ore settimanali"
"RIEE00103A"|1|"tempo pieno per 40 ore settimanali"
"RIEE002014"|1|"da 28 a 30 ore settimanali"
"RIEE002058"|3|"da 28 a 30 ore settimanali"
"RIEE002069"|1|"da 28 a 30 ore settimanali"
"RIEE003032"|1|"da 28 a 30 ore settimanali"
"RIEE003043"|2|"da 28 a 30 ore settimanali"
"RIEE003054"|2|"da 28 a 30 ore settimanali"
"RIEE010068"|1|"27 ore settimanali"
"RIEE01008A"|2|"27 ore settimanali"
"RIEE01008A"|1|"tempo pieno per 40 ore settimanali"
"RIEE01009B"|1|"27 ore settimanali"
"RIEE01010D"|1|"27 ore settimanali"
"RIEE80501E"|1|"da 28 a 30 ore settimanali"
"RIEE80601A"|1|"tempo pieno per 40 ore settimanali"
"RIEE80603C"|1|"da 28 a 30 ore settimanali"
"RIEE807016"|1|"da 28 a 30 ore settimanali"
"RIEE807038"|1|"da 28 a 30 ore settimanali"
"RIEE807049"|1|"da 28 a 30 ore settimanali"
"RIEE80706B"|1|"tempo pieno per 40 ore settimanali"
"RIEE808012"|1|"27 ore settimanali"
"RIEE808023"|1|"27 ore settimanali"
"RIEE808034"|1|"27 ore settimanali"
"RIEE808045"|1|"27 ore settimanali"
"RIEE80901T"|1|"da 28 a 30 ore settimanali"
"RIEE80902V"|1|"da 28 a 30 ore settimanali"
"RIEE810012"|1|"tempo pieno per 40 ore settimanali"
"RIEE810023"|1|"da 28 a 30 ore settimanali"
"RIEE810034"|1|"tempo pieno per 40 ore settimanali"
"RIEE81101T"|1|"da 28 a 30 ore settimanali"
"RIEE81102V"|1|"da 28 a 30 ore settimanali"
"RIEE81301D"|1|"da 28 a 30 ore settimanali"
"RIEE81303G"|1|"tempo pieno per 40 ore settimanali"
"RIEE81304L"|1|"tempo pieno per 40 ore settimanali"
"RIEE81305N"|1|"da 28 a 30 ore settimanali"
"RIEE814019"|1|"da 28 a 30 ore settimanali"
"RIEE81402A"|1|"tempo pieno per 40 ore settimanali"
"RIEE815015"|1|"27 ore settimanali"
"RIEE815026"|1|"27 ore settimanali"
"RIEE815048"|1|"27 ore settimanali"
"RIEE815059"|1|"27 ore settimanali"
"RIEE816011"|4|"da 28 a 30 ore settimanali"
"RIEE816011"|1|"tempo pieno per 40 ore settimanali"
"RIEE81701R"|1|"da 28 a 30 ore settimanali"
"RIEE81702T"|1|"tempo pieno per 40 ore settimanali"
"RIEE81803P"|1|"tempo pieno per 40 ore settimanali"
"RIEE81804Q"|1|"da 28 a 30 ore settimanali"
"RIEE81805R"|1|"da 28 a 30 ore settimanali"
"RIEE81806T"|1|"da 28 a 30 ore settimanali"
"RIEE81901C"|1|"tempo pieno per 40 ore settimanali"
"RIEE81902D"|1|"tempo pieno per 40 ore settimanali"
"RIEE81903E"|1|"da 28 a 30 ore settimanali"
"RIEE82001L"|1|"da 31 a 39 ore settimanali"
"RIEE82002N"|1|"tempo pieno per 40 ore settimanali"
"RIEE82003P"|1|"da 31 a 39 ore settimanali"
"RIEE82003P"|1|"tempo pieno per 40 ore settimanali"
"RIEE82101C"|2|"da 28 a 30 ore settimanali"
"RIEE822018"|1|"da 28 a 30 ore settimanali"
"RIEE823014"|2|"da 28 a 30 ore settimanali"
"RIEE823025"|1|"tempo pieno per 40 ore settimanali"
"RIEE823036"|1|"tempo pieno per 40 ore settimanali"
"RIEE82401X"|1|"27 ore settimanali"
"RIEE824021"|1|"da 28 a 30 ore settimanali"
"RIEE824021"|1|"tempo pieno per 40 ore settimanali"
"RIEE824032"|1|"27 ore settimanali"
"RIEE82501Q"|1|"tempo pieno per 40 ore settimanali"
"RIEE82502R"|1|"27 ore settimanali"
"RIEE82503T"|2|"27 ore settimanali"
"RIEE82504V"|1|"27 ore settimanali"
"RIEE82601G"|1|"da 28 a 30 ore settimanali"
"RIEE82603N"|1|"da 28 a 30 ore settimanali"
"RIEE82604P"|1|"da 28 a 30 ore settimanali"
"RIMM002002"|5|"30 ore settimanali"
"RIMM002002"|1|"da 31 a 33 ore settimanali"
"RIMM022007"|7|"30 ore settimanali"
"RIMM80501D"|2|"30 ore settimanali"
"RIMM80501D"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM806019"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM807015"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM807026"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM807037"|1|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM808011"|2|"da 31 a 33 ore settimanali"
"RIMM808022"|1|"30 ore settimanali"
"RIMM80901R"|2|"tempo prolungato a 36 ore settimanali"
"RIMM80902T"|1|"30 ore settimanali"
"RIMM810011"|1|"tempo prolungato a 36 ore settimanali"
"RIMM810022"|1|"tempo prolungato a 36 ore settimanali"
"RIMM81101R"|2|"tempo prolungato da 37 a 40 ore settimanali"
"RIMM81301C"|1|"tempo prolungato a 36 ore settimanali"
"RIMM814018"|2|"30 ore settimanali"
"RIMM815014"|2|"30 ore settimanali"
"RIMM81601X"|6|"30 ore settimanali"
"RIMM81601X"|6|"da 31 a 33 ore settimanali"
"RIMM81701Q"|2|"tempo prolungato a 36 ore settimanali"
"RIMM81702R"|2|"30 ore settimanali"
"RIMM81801G"|1|"30 ore settimanali"
"RIMM81801G"|1|"tempo prolungato a 36 ore settimanali"
"RIMM81802L"|1|"tempo prolungato a 36 ore settimanali"
"RIMM81901B"|2|"30 ore settimanali"
"RIMM82001G"|3|"30 ore settimanali"
"RIMM82101B"|3|"30 ore settimanali"
"RIMM822017"|4|"30 ore settimanali"
"RIMM823013"|2|"30 ore settimanali"
"RIMM823024"|1|"30 ore settimanali"
"RIMM82401V"|3|"30 ore settimanali"
"RIMM82402X"|1|"tempo prolungato a 36 ore settimanali"
"RIMM82501P"|3|"30 ore settimanali"
"RIMM82501P"|1|"tempo prolungato a 36 ore settimanali"
"RIMM82601E"|1|"tempo prolungato a 36 ore settimanali"
"RIMM82602G"|1|"tempo prolungato a 36 ore settimanali"
"RIPC003018"|3|"CLASSICO"
"RIPM01000E"|3|"LINGUISTICO"
"RIPM01000E"|2|"SCIENZE UMANE"
"RIPM01000E"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RIPS01000D"|7|"SCIENTIFICO"
"RIPS020004"|2|"SCIENTIFICO"
"RIPS020004"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RIPS020004"|1|"LINGUISTICO"
"RIPS020004"|2|"SCIENZE UMANE"
"RIPS020004"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"RIPS040009"|1|"SCIENTIFICO"
"RIPS070005"|2|"CLASSICO"
"RIPS070005"|5|"SCIENTIFICO"
"RIPS08000Q"|1|"SCIENTIFICO"
"RIRA001019"|3|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RIRA00401R"|1|"IeFP-SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"RIRC002014"|1|"SERVIZI COMMERCIALI"
"RIRC00601B"|2|"SERVIZI SOCIO-SANITARI"
"RIRC00601B"|1|"SERVIZI COMMERCIALI"
"RIRH010007"|12|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"RIRI00201R"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"RIRI00201R"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"RIRI00701X"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"RIRI007508"|1|"V.O. PROF. PER L'INDUSTRIA E L'ARTIGIANATO"
"RISD00301T"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"RITA00401L"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"RITD00101G"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RITD00202C"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RITD00202C"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"RITD004013"|1|"V.O. TECNICO PER GEOMETRI"
"RITD00601P"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RITD00601P"|1|"TURISMO"
"RITD006514"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"RITD090006"|1|"V.O. TECNICO COMMERCIALE"
"RITF00102V"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RITF00701R"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"RITF00701R"|2|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"RITF00701R"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"RMEE00102X"|5|"tempo pieno per 40 ore settimanali"
"RMEE00301E"|2|"da 28 a 30 ore settimanali"
"RMEE00301E"|1|"tempo pieno per 40 ore settimanali"
"RMEE00302G"|2|"tempo pieno per 40 ore settimanali"
"RMEE00304N"|1|"da 28 a 30 ore settimanali"
"RMEE00304N"|1|"tempo pieno per 40 ore settimanali"
"RMEE00305P"|1|"tempo pieno per 40 ore settimanali"
"RMEE005016"|2|"tempo pieno per 40 ore settimanali"
"RMEE005027"|1|"da 28 a 30 ore settimanali"
"RMEE005027"|3|"tempo pieno per 40 ore settimanali"
"RMEE00701T"|4|"tempo pieno per 40 ore settimanali"
"RMEE00702V"|1|"tempo pieno per 40 ore settimanali"
"RMEE01601L"|1|"da 28 a 30 ore settimanali"
"RMEE01601L"|1|"tempo pieno per 40 ore settimanali"
"RMEE01603P"|2|"tempo pieno per 40 ore settimanali"
"RMEE019014"|1|"27 ore settimanali"
"RMEE019014"|2|"tempo pieno per 40 ore settimanali"
"RMEE019025"|1|"27 ore settimanali"
"RMEE019025"|2|"tempo pieno per 40 ore settimanali"
"RMEE020018"|4|"da 28 a 30 ore settimanali"
"RMEE020018"|4|"tempo pieno per 40 ore settimanali"
"RMEE020029"|2|"tempo pieno per 40 ore settimanali"
"RMEE021014"|1|"da 28 a 30 ore settimanali"
"RMEE021014"|3|"tempo pieno per 40 ore settimanali"
"RMEE021036"|1|"da 28 a 30 ore settimanali"
"RMEE021036"|2|"tempo pieno per 40 ore settimanali"
"RMEE02401G"|2|"da 28 a 30 ore settimanali"
"RMEE02401G"|4|"tempo pieno per 40 ore settimanali"
"RMEE027013"|1|"27 ore settimanali"
"RMEE027013"|2|"tempo pieno per 40 ore settimanali"
"RMEE027024"|4|"tempo pieno per 40 ore settimanali"
"RMEE02801V"|1|"da 28 a 30 ore settimanali"
"RMEE02801V"|1|"tempo pieno per 40 ore settimanali"
"RMEE028031"|1|"da 28 a 30 ore settimanali"
"RMEE028031"|2|"tempo pieno per 40 ore settimanali"
"RMEE028042"|1|"da 28 a 30 ore settimanali"
"RMEE028042"|2|"tempo pieno per 40 ore settimanali"
"RMEE03301A"|3|"27 ore settimanali"
"RMEE03301A"|3|"tempo pieno per 40 ore settimanali"
"RMEE034027"|1|"tempo pieno per 40 ore settimanali"
"RMEE034038"|1|"da 28 a 30 ore settimanali"
"RMEE034038"|1|"tempo pieno per 40 ore settimanali"
"RMEE034049"|2|"tempo pieno per 40 ore settimanali"
"RMEE03701N"|2|"da 28 a 30 ore settimanali"
"RMEE03701N"|3|"tempo pieno per 40 ore settimanali"
"RMEE03702P"|2|"tempo pieno per 40 ore settimanali"
"RMEE03801D"|3|"da 28 a 30 ore settimanali"
"RMEE03801D"|3|"tempo pieno per 40 ore settimanali"
"RMEE043011"|1|"da 28 a 30 ore settimanali"
"RMEE043011"|4|"tempo pieno per 40 ore settimanali"
"RMEE043022"|1|"tempo pieno per 40 ore settimanali"
"RMEE04401R"|2|"27 ore settimanali"
"RMEE04401R"|2|"tempo pieno per 40 ore settimanali"
"RMEE04403V"|1|"27 ore settimanali"
"RMEE04403V"|1|"tempo pieno per 40 ore settimanali"
"RMEE04404X"|3|"tempo pieno per 40 ore settimanali"
"RMEE04501L"|1|"da 28 a 30 ore settimanali"
"RMEE04501L"|3|"tempo pieno per 40 ore settimanali"
"RMEE04502N"|1|"da 28 a 30 ore settimanali"
"RMEE04502N"|2|"tempo pieno per 40 ore settimanali"
"RMEE04901X"|4|"tempo pieno per 40 ore settimanali"
"RMEE049021"|2|"tempo pieno per 40 ore settimanali"
"RMEE05101X"|4|"da 28 a 30 ore settimanali"
"RMEE05101X"|1|"tempo pieno per 40 ore settimanali"
"RMEE05301G"|2|"tempo pieno per 40 ore settimanali"
"RMEE05302L"|2|"27 ore settimanali"
"RMEE05303N"|3|"27 ore settimanali"
"RMEE05303N"|1|"tempo pieno per 40 ore settimanali"
"RMEE05304P"|2|"27 ore settimanali"
"RMEE05304P"|1|"tempo pieno per 40 ore settimanali"
"RMEE06201A"|2|"tempo pieno per 40 ore settimanali"
"RMEE06203C"|1|"da 28 a 30 ore settimanali"
"RMEE06203C"|2|"tempo pieno per 40 ore settimanali"
"RMEE063016"|1|"tempo pieno per 40 ore settimanali"
"RMEE063027"|1|"da 28 a 30 ore settimanali"
"RMEE063027"|2|"tempo pieno per 40 ore settimanali"
"RMEE06501T"|1|"da 28 a 30 ore settimanali"
"RMEE06501T"|1|"tempo pieno per 40 ore settimanali"
"RMEE065041"|2|"da 28 a 30 ore settimanali"
"RMEE065041"|1|"tempo pieno per 40 ore settimanali"
"RMEE065052"|1|"da 28 a 30 ore settimanali"
"RMEE065052"|1|"tempo pieno per 40 ore settimanali"
"RMEE068019"|1|"27 ore settimanali"
"RMEE068019"|3|"tempo pieno per 40 ore settimanali"
"RMEE06802A"|2|"27 ore settimanali"
"RMEE06802A"|2|"tempo pieno per 40 ore settimanali"
"RMEE071015"|2|"27 ore settimanali"
"RMEE071015"|1|"tempo pieno per 40 ore settimanali"
"RMEE071048"|3|"tempo pieno per 40 ore settimanali"
"RMEE07304X"|2|"tempo pieno per 40 ore settimanali"
"RMEE073118"|2|"tempo pieno per 40 ore settimanali"
"RMEE07401L"|1|"tempo pieno per 40 ore settimanali"
"RMEE07403P"|2|"tempo pieno per 40 ore settimanali"
"RMEE07405R"|3|"27 ore settimanali"
"RMEE07501C"|3|"tempo pieno per 40 ore settimanali"
"RMEE07503E"|3|"tempo pieno per 40 ore settimanali"
"RMEE077014"|3|"tempo pieno per 40 ore settimanali"
"RMEE077047"|1|"da 28 a 30 ore settimanali"
"RMEE077047"|2|"tempo pieno per 40 ore settimanali"
"RMEE07901Q"|2|"da 28 a 30 ore settimanali"
"RMEE07901Q"|1|"tempo pieno per 40 ore settimanali"
"RMEE07902R"|1|"da 28 a 30 ore settimanali"
"RMEE07902R"|2|"tempo pieno per 40 ore settimanali"
"RMEE08001X"|1|"27 ore settimanali"
"RMEE08001X"|3|"tempo pieno per 40 ore settimanali"
"RMEE080021"|1|"27 ore settimanali"
"RMEE080021"|1|"tempo pieno per 40 ore settimanali"
"RMEE08101Q"|2|"27 ore settimanali"
"RMEE08101Q"|2|"tempo pieno per 40 ore settimanali"
"RMEE08102R"|2|"tempo pieno per 40 ore settimanali"
"RMEE08201G"|3|"tempo pieno per 40 ore settimanali"
"RMEE08202L"|1|"da 28 a 30 ore settimanali"
"RMEE08202L"|1|"tempo pieno per 40 ore settimanali"
"RMEE08203N"|1|"tempo pieno per 40 ore settimanali"
"RMEE084017"|1|"27 ore settimanali"
"RMEE084017"|4|"tempo pieno per 40 ore settimanali"
"RMEE084028"|1|"27 ore settimanali"
"RMEE084028"|3|"tempo pieno per 40 ore settimanali"
"RMEE08901A"|1|"27 ore settimanali"
"RMEE08901A"|3|"tempo pieno per 40 ore settimanali"
"RMEE092016"|1|"tempo pieno per 40 ore settimanali"
"RMEE092027"|1|"tempo pieno per 40 ore settimanali"
"RMEE092038"|2|"tempo pieno per 40 ore settimanali"
"RMEE09401T"|1|"tempo pieno per 40 ore settimanali"
"RMEE09402V"|1|"tempo pieno per 40 ore settimanali"
"RMEE09403X"|1|"da 28 a 30 ore settimanali"
"RMEE09403X"|2|"tempo pieno per 40 ore settimanali"
"RMEE094041"|1|"da 28 a 30 ore settimanali"
"RMEE094041"|1|"tempo pieno per 40 ore settimanali"
"RMEE10001X"|4|"tempo pieno per 40 ore settimanali"
"RMEE100032"|1|"tempo pieno per 40 ore settimanali"
"RMEE100054"|1|"27 ore settimanali"
"RMEE100054"|2|"tempo pieno per 40 ore settimanali"
"RMEE10101Q"|1|"27 ore settimanali"
"RMEE10101Q"|3|"tempo pieno per 40 ore settimanali"
"RMEE10102R"|1|"tempo pieno per 40 ore settimanali"
"RMEE10201G"|1|"27 ore settimanali"
"RMEE10201G"|5|"tempo pieno per 40 ore settimanali"
"RMEE10202L"|1|"27 ore settimanali"
"RMEE10202L"|2|"tempo pieno per 40 ore settimanali"
"RMEE10301B"|1|"da 28 a 30 ore settimanali"
"RMEE10301B"|2|"tempo pieno per 40 ore settimanali"
"RMEE10302C"|2|"tempo pieno per 40 ore settimanali"
"RMEE105024"|1|"da 28 a 30 ore settimanali"
"RMEE105024"|1|"tempo pieno per 40 ore settimanali"
"RMEE105035"|2|"tempo pieno per 40 ore settimanali"
"RMEE105046"|1|"tempo pieno per 40 ore settimanali"
"RMEE106064"|2|"tempo pieno per 40 ore settimanali"
"RMEE106075"|2|"27 ore settimanali"
"RMEE106075"|1|"tempo pieno per 40 ore settimanali"
"RMEE10703R"|1|"da 28 a 30 ore settimanali"
"RMEE10703R"|3|"tempo pieno per 40 ore settimanali"
"RMEE10901A"|4|"tempo pieno per 40 ore settimanali"
"RMEE10902B"|2|"tempo pieno per 40 ore settimanali"
"RMEE112016"|1|"27 ore settimanali"
"RMEE112016"|3|"tempo pieno per 40 ore settimanali"
"RMEE11205A"|1|"27 ore settimanali"
"RMEE11205A"|2|"tempo pieno per 40 ore settimanali"
"RMEE113012"|1|"da 28 a 30 ore settimanali"
"RMEE113012"|3|"tempo pieno per 40 ore settimanali"
"RMEE11501N"|1|"27 ore settimanali"
"RMEE11501N"|4|"tempo pieno per 40 ore settimanali"
"RMEE117019"|1|"da 28 a 30 ore settimanali"
"RMEE117019"|1|"tempo pieno per 40 ore settimanali"
"RMEE11702A"|2|"da 28 a 30 ore settimanali"
"RMEE11702A"|1|"tempo pieno per 40 ore settimanali"
"RMEE119011"|4|"tempo pieno per 40 ore settimanali"
"RMEE119055"|1|"tempo pieno per 40 ore settimanali"
"RMEE119066"|1|"27 ore settimanali"
"RMEE119066"|2|"tempo pieno per 40 ore settimanali"
"RMEE120015"|1|"tempo pieno per 40 ore settimanali"
"RMEE120026"|1|"tempo pieno per 40 ore settimanali"
"RMEE120037"|2|"tempo pieno per 40 ore settimanali"
"RMEE120048"|4|"tempo pieno per 40 ore settimanali"
"RMEE121011"|1|"da 28 a 30 ore settimanali"
"RMEE121011"|3|"tempo pieno per 40 ore settimanali"
"RMEE121055"|2|"tempo pieno per 40 ore settimanali"
"RMEE126036"|3|"tempo pieno per 40 ore settimanali"
"RMEE126047"|2|"tempo pieno per 40 ore settimanali"
"RMEE12801Q"|2|"da 28 a 30 ore settimanali"
"RMEE12801Q"|2|"tempo pieno per 40 ore settimanali"
"RMEE12804V"|2|"da 28 a 30 ore settimanali"
"RMEE12804V"|2|"tempo pieno per 40 ore settimanali"
"RMEE13201B"|3|"tempo pieno per 40 ore settimanali"
"RMEE13202C"|1|"tempo pieno per 40 ore settimanali"
"RMEE134013"|2|"tempo pieno per 40 ore settimanali"
"RMEE134024"|2|"tempo pieno per 40 ore settimanali"
"RMEE13701E"|2|"tempo pieno per 40 ore settimanali"
"RMEE13704N"|3|"tempo pieno per 40 ore settimanali"
"RMEE13801A"|1|"da 28 a 30 ore settimanali"
"RMEE13801A"|3|"tempo pieno per 40 ore settimanali"
"RMEE139016"|1|"27 ore settimanali"
"RMEE139016"|2|"tempo pieno per 40 ore settimanali"
"RMEE139027"|1|"27 ore settimanali"
